City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
305,amazar,53.858,120.875,-8.88,90,100,2.23,RU,1681072308
306,iqaluit,63.7506,-68.5145,-18.15,65,20,4.63,CA,1681072308
307,mula,38.0409,-1.4901,16.68,44,31,1.39,ES,1681072308
308,akyab,20.15,92.9,25.44,66,4,3.05,MM,1681072308
309,lavrentiya,65.5833,-171.0,-17.29,80,98,2.72,RU,1681072309
310,lolodorf,3.2333,10.7333,22.09,100,100,1.05,CM,1681072309
311,sturgeon bay,44.8342,-87.377,18.98,44,0,6.69,US,1681072309
312,bismarck,46.8083,-100.7837,11.47,62,0,4.63,US,1681071725
313,savannah bight,16.45,-85.85,26.42,69,0,3.99,HN,1681072310
314,oppdal,62.5943,9.6912,-1.05,91,57,3.96,NO,1681072310
315,torbay,47.6666,-52.7314,-0.34,57,75,9.26,CA,1681072310
316,pontianak,-0.0333,109.3333,24.99,94,97,1.54,ID,1681072310
317,cherskiy,68.75,161.3,-19.06,78,7,0.82,RU,1681072311
318,kusa,55.3383,59.4406,1.43,87,5,1.79,RU,1681072311
319,escarcega,18.6089,-90.7454,36.65,20,1,2.16,MX,1681072312
320,balkanabat,39.5108,54.3671,12.44,80,6,4.06,TM,1681072312
321,pimenta bueno,-11.6725,-61.1936,26.28,93,86,0.76,BR,1681072312
322,vila,42.0304,-8.1588,10.94,75,100,1.04,PT,1681072312
323,aranos,-24.1333,19.1167,23.84,27,92,3.18,NA,1681072313
324,barabinsk,55.3571,78.357,-2.62,89,96,5.03,RU,1681072313
325,noumea,-22.2763,166.4572,25.0,99,3,1.12,NC,1681071865
326,yelabuga,55.7613,52.0649,6.75,59,39,2.12,RU,1681072313
327,sitka,57.0531,-135.33,6.94,70,100,2.06,US,1681072314
328,sehwan,26.4279,67.863,29.77,26,99,2.51,PK,1681072314
329,surt,31.2089,16.5887,15.03,64,0,2.5,LY,1681072314
330,haimen,23.1935,116.6142,16.94,78,5,3.39,CN,1681072315
331,basoko,1.2391,23.616,23.83,79,78,1.09,CD,1681072315
332,aldan,58.6031,125.3894,-18.53,85,31,2.68,RU,1681072315
333,zhireken,52.8249,117.3076,-4.5,71,100,8.42,RU,1681072315
334,giddalur,15.35,78.9167,24.44,60,0,1.3,IN,1681072316
335,quelimane,-17.8786,36.8883,23.71,96,6,2.04,MZ,1681072316
336,jiuquan,39.7432,98.5174,7.0,49,88,3.93,CN,1681072316
337,de aar,-30.6497,24.0123,13.6,40,0,3.3,ZA,1681072317
338,lake city,30.1897,-82.6393,14.92,88,100,4.63,US,1681072219
339,cody,44.5263,-109.0565,17.73,30,0,6.69,US,1681072317
340,olinda,-8.0089,-34.8553,27.85,74,40,4.63,BR,1681072318
341,hanna,51.6334,-111.9018,7.7,67,19,5.36,CA,1681072318
342,leshukonskoye,64.8989,45.7622,-2.72,94,100,3.22,RU,1681072318
343,coahuayana,18.7333,-103.6833,32.91,34,100,3.39,MX,1681072319
344,aberystwyth,52.4155,-4.0829,11.05,87,100,6.89,GB,1681072319
345,gazojak,41.1875,61.4036,15.93,57,99,2.28,TM,1681072319
346,nanortalik,60.1432,-45.2371,-1.51,91,100,7.19,GL,1681072319
347,zverinogolovskoye,54.4586,64.8542,3.2,65,9,3.73,RU,1681072319
348,charleston,32.7766,-79.9309,17.13,57,75,5.14,US,1681072320
349,broome,42.2506,-75.833,13.72,24,0,1.34,US,1681072320
350,shush,32.1942,48.2436,25.93,23,100,4.93,IR,1681072320
351,mersing,2.4312,103.8405,25.33,86,80,2.04,MY,1681072320
352,karratha,-20.7377,116.8463,25.7,42,34,4.67,AU,1681072321
353,leh,34.1667,77.5833,-9.03,55,13,1.35,IN,1681072321
354,husavik,66.0449,-17.3389,5.28,80,85,9.5,IS,1681072321
355,qom,34.6401,50.8764,21.24,24,46,1.27,IR,1681072086
356,wuxi,31.5689,120.2886,12.77,77,63,3.28,CN,1681072203
357,ryotsu,38.0833,138.4333,7.87,66,13,3.97,JP,1681072108
358,launceston,-41.45,147.1667,7.8,61,40,3.6,AU,1681072116
359,khvoynaya,58.9,34.5333,-0.03,96,12,1.62,RU,1681072323
360,brookings,44.3114,-96.7984,15.03,51,0,6.69,US,1681072324
361,pangnirtung,66.1451,-65.7125,-20.0,71,0,3.09,CA,1681072324
362,san severo,41.6897,15.376,9.78,92,84,2.94,IT,1681072325
